100,53.95
200,58.19
300,60.47
400,62.18
500,63.38
600,64.75
700,65.61
800,66.60
900,67.36
1000,68.02
1100,68.56
1200,69.07
1300,69.49
1400,69.90
1500,70.32
1600,70.66
1700,70.93
1800,71.19
1900,71.49
2000,71.74
2100,71.95
2200,72.15
2300,72.36
2400,72.64
2500,72.87
2600,73.08
2700,73.25
2800,73.46
2900,73.64
3000,73.81
3100,74.01
3200,74.19
3300,74.35
3400,74.50
3500,74.61
3600,74.73
3700,74.82
3800,74.96
3900,75.05
4000,75.16
4100,75.27
4200,75.39
4300,75.54
4400,75.64
4500,75.78
4600,75.88
4700,75.99
4800,76.14
4900,76.28
5000,76.42
5100,76.60
5200,76.74
5300,76.92
5400,77.05
5500,77.18
5600,77.30
5700,77.43
5800,77.61
5900,77.75
6000,77.90
6100,78.03
6200,78.19
6300,78.38
6400,78.51
6500,78.66
6600,78.79
6700,78.95
6800,79.13
6900,79.28
7000,79.45
7100,79.58
7200,79.78
7300,79.98
7400,80.13
7500,80.28
7600,80.39
7700,80.52
7800,80.69
7900,80.86
8000,80.98
8100,81.11
8200,81.22
8300,81.44
8400,81.59
8500,81.73
8600,81.90
8700,82.04
8800,82.25
8900,82.42
9000,82.58
9100,82.72
9200,82.87
9300,83.10
9400,83.32
9500,83.53
9600,83.73
9700,83.93
9800,84.16
9900,84.34
10000,84.53
10100,84.73
10200,84.91
10300,85.12
10400,85.29
10500,85.45
10600,85.65
10700,85.86
10800,86.12
10900,86.30
11000,86.46
11100,86.67
11200,86.85
11300,87.11
11400,87.34
11500,87.51
11600,87.73
11700,87.95
11800,88.24
11900,88.47
12000,88.67
12100,88.92
12200,89.11
12300,89.47
12400,89.65
12500,89.92
12600,90.16
12700,90.39
12800,90.71
12900,90.89
13000,91.17
13100,91.37
13200,91.58
13300,91.89
13400,92.03
13500,92.15
13600,92.27
13700,92.38
13800,92.55
13900,92.65
14000,92.75
14100,92.85
14200,92.95
14300,93.04
14400,93.11
14500,93.17
14600,93.22
14700,93.23
14800,93.23
14900,93.23
15000,93.23
15100,93.23
15200,93.23
15300,93.23
15400,93.23
15500,93.23
15600,93.23
15700,93.23
15800,93.23
15900,93.23
16000,93.23
16100,93.23
16200,93.23
16300,93.23
16400,93.23
16500,93.23
16600,93.23
16700,93.23
16800,93.23
16900,93.23
17000,93.23
17100,93.23
17200,93.23
17300,93.23
17400,93.23
17500,93.23
17600,93.23
17700,93.23
17800,93.23
17900,93.23
18000,93.23
18100,93.23
18200,93.23
18300,93.23
18400,93.23
18500,93.23
18600,93.23
18700,93.23
18800,93.23
18900,93.23
19000,93.23
19100,93.23
19200,93.23
19300,93.23
19400,93.23
19500,93.23
19600,93.23
19700,93.23
19800,93.23
19900,93.23
20000,93.23
